Crop,Current_N,Current_P,Current_K,Required_N,Required_P,Required_K
Wheat,64,76,12,56,0,28
Cotton,41,37,32,79,23,28
Cotton,29,24,60,91,36,0
Potato,106,87,58,44,0,62
Maize,196,26,8,0,49,42
Arhar/Tur,19,110,31,1,0,9
Gram,7,78,5,13,0,15
Soyabean,3,101,53,17,0,0
Potato,158,12,107,0,68,13
Maize,113,65,16,37,10,34
Soyabean,19,53,58,1,27,0
Paddy,40,80,34,80,0,26
Groundnut,12,40,41,13,20,0
Mustard,19,31,33,61,9,7
Mustard,65,19,25,15,21,15
Groundnut,32,31,7,0,29,33
Potato,103,16,166,47,64,0
Soyabean,11,63,27,9,17,13
Lentil,8,25,10,12,35,10
Arhar/Tur,15,60,22,5,20,18
Mustard,75,17,29,5,23,11
Soyabean,4,83,2,16,0,38
Gram,0,56,20,20,4,0
Wheat,75,75,41,45,0,0
Potato,190,102,109,0,0,11
Paddy,149,89,39,0,0,21
Gram,8,13,16,12,47,4
Arhar/Tur,24,91,25,0,0,15
Wheat,93,60,4,27,0,36
Wheat,35,71,4,85,0,36
Lentil,17,46,13,3,14,7
Paddy,56,6,19,64,54,41
Sugarcane,93,10,47,182,75,13
Groundnut,18,11,48,7,49,0
Wheat,64,63,35,56,0,5
Potato,23,34,17,127,46,103
Paddy,41,84,26,79,0,34
Soyabean,22,43,26,0,37,14
Wheat,150,86,0,0,0,40
Gram,5,0,8,15,60,12
Cotton,149,88,89,0,0,0
Paddy,49,52,9,71,8,51
Mustard,113,55,33,0,0,7
Wheat,110,50,37,10,10,3
Arhar/Tur,12,61,6,8,19,34
Mustard,105,51,14,0,0,26
Sugarcane,150,74,74,125,11,0
Paddy,148,27,42,0,33,18
Potato,94,76,132,56,4,0
Sugarcane,170,40,48,105,45,12
Mustard,55,42,26,25,0,14
Gram,15,39,26,5,21,0
Wheat,20,65,55,100,0,0
Paddy,154,40,32,0,20,28
Lentil,15,54,7,5,6,13
Wheat,71,2,39,49,58,1
Gram,26,71,3,0,0,17
Soyabean,10,1,49,10,79,0
Gram,10,7,6,10,53,14
Arhar/Tur,6,96,6,14,0,34
Maize,111,101,45,39,0,5
Arhar/Tur,21,34,46,0,46,0
Wheat,20,43,34,100,17,6
Sugarcane,404,93,88,0,0,0
Cotton,47,11,5,73,49,55
Cotton,163,48,49,0,12,11
Gram,4,47,7,16,13,13
Mustard,62,42,57,18,0,0
Sugarcane,121,35,51,154,50,9
Mustard,96,38,27,0,2,13
Potato,85,101,79,65,0,41
Groundnut,2,36,27,23,24,13
Soyabean,15,7,51,5,73,0
Maize,193,54,14,0,21,36
Sugarcane,75,74,18,200,11,42
Soyabean,13,107,22,7,0,18
Cotton,98,86,49,22,0,11
Groundnut,24,10,47,1,50,0
Arhar/Tur,0,25,1,20,55,39
Maize,157,97,66,0,0,0
Wheat,160,61,56,0,0,0
Maize,211,82,71,0,0,0
Arhar/Tur,6,115,36,14,0,4
Groundnut,34,47,7,0,13,33
Gram,27,41,28,0,19,0
Lentil,21,5,3,0,55,17
Sugarcane,71,33,13,204,52,47
Maize,102,20,11,48,55,39
Paddy,173,9,36,0,51,24
Sugarcane,243,8,71,32,77,0
Soyabean,2,90,53,18,0,0
Soyabean,14,20,57,6,60,0
Soyabean,4,79,57,16,1,0
Wheat,146,4,34,0,56,6
Arhar/Tur,7,59,24,13,21,16
Soyabean,16,54,19,4,26,21
Lentil,26,47,18,0,13,2
Maize,56,0,53,94,75,0
Mustard,7,22,58,73,18,0
Potato,179,2,173,0,78,0
Groundnut,18,14,42,7,46,0
Cotton,130,56,66,0,4,0
Gram,26,0,20,0,60,0
Maize,122,97,24,28,0,26
Soyabean,10,93,54,10,0,0
Groundnut,31,24,33,0,36,7
Arhar/Tur,21,102,52,0,0,0
Wheat,162,9,16,0,51,24
Arhar/Tur,19,49,52,1,31,0
Wheat,109,78,13,11,0,27
Sugarcane,154,9,87,121,76,0
Mustard,78,8,58,2,32,0
Maize,106,91,12,44,0,38
Sugarcane,370,75,59,0,10,1
Lentil,4,13,29,16,47,0
Gram,7,73,15,13,0,5
Cotton,159,16,42,0,44,18
Mustard,58,19,57,22,21,0
Sugarcane,103,9,84,172,76,0
Cotton,18,89,28,102,0,32
Groundnut,26,89,29,0,0,11
Mustard,87,41,25,0,0,15
Potato,54,18,35,96,62,85
Sugarcane,153,11,68,122,74,0
Arhar/Tur,0,11,37,20,69,3
Soyabean,12,18,13,8,62,27
Sugarcane,362,22,57,0,63,3
Paddy,18,1,52,102,59,8
Maize,158,108,24,0,0,26
Lentil,5,65,21,15,0,0
Wheat,32,58,44,88,2,0
Arhar/Tur,18,59,17,2,21,23
Soyabean,15,86,18,5,0,22
Arhar/Tur,25,110,29,0,0,11
Groundnut,1,18,11,24,42,29
Mustard,85,4,57,0,36,0
Mustard,35,0,6,45,40,34
Gram,13,53,11,7,7,9
Arhar/Tur,16,4,25,4,76,15
Cotton,27,13,42,93,47,18
Arhar/Tur,5,79,47,15,1,0
Lentil,25,63,11,0,0,9
Cotton,37,75,24,83,0,36
Paddy,153,4,28,0,56,32
Wheat,147,9,37,0,51,3
Gram,25,83,27,0,0,0
Potato,25,36,145,125,44,0
Soyabean,29,17,37,0,63,3
Paddy,7,62,10,113,0,50
Groundnut,23,24,59,2,36,0
Cotton,44,67,75,76,0,0
Sugarcane,288,102,19,0,0,41
Sugarcane,338,14,81,0,71,0
Gram,8,49,18,12,11,2
Cotton,127,25,51,0,35,9
Lentil,25,87,6,0,0,14
Arhar/Tur,19,30,26,1,50,14
Maize,183,9,1,0,66,49
Groundnut,6,49,6,19,11,34
Soyabean,28,23,9,0,57,31
Potato,197,106,162,0,0,0
Maize,15,16,11,135,59,39
Potato,170,110,52,0,0,68
Soyabean,22,49,19,0,31,21
Sugarcane,307,49,80,0,36,0
Groundnut,33,12,19,0,48,21
Mustard,102,11,2,0,29,38
Lentil,16,80,7,4,0,13
Wheat,178,86,5,0,0,35
Gram,29,1,27,0,59,0
Groundnut,4,86,58,21,0,0
Gram,1,50,25,19,10,0
Potato,21,10,47,129,70,73
Mustard,110,29,39,0,11,1
Wheat,9,53,15,111,7,25
Gram,17,60,12,3,0,8
Wheat,5,2,40,115,58,0
Wheat,116,74,30,4,0,10
Sugarcane,40,76,31,235,9,29
Maize,28,83,39,122,0,11
Maize,98,10,69,52,65,0
Cotton,178,24,48,0,36,12
Soyabean,1,91,44,19,0,0
Groundnut,22,3,18,3,57,22
Cotton,140,36,72,0,24,0
Gram,27,84,2,0,0,18
Cotton,20,30,14,100,30,46
Cotton,135,78,19,0,0,41
Arhar/Tur,12,105,21,8,0,19
Potato,118,58,12,32,22,108
Soyabean,19,28,8,1,52,32
Potato,44,15,72,106,65,48
Sugarcane,163,117,87,112,0,0
Cotton,49,45,27,71,15,33
Sugarcane,255,26,77,20,59,0
Potato,149,90,93,1,0,27
Soyabean,15,68,20,5,12,20
Gram,10,18,25,10,42,0
Mustard,18,11,24,62,29,16
Potato,37,45,67,113,35,53
Arhar/Tur,6,77,10,14,3,30
Arhar/Tur,24,4,44,0,76,0
Cotton,117,37,89,3,23,0
Gram,29,52,28,0,8,0
Mustard,22,55,49,58,0,0
Cotton,17,25,16,103,35,44
Arhar/Tur,20,12,6,0,68,34
Wheat,72,80,50,48,0,0
Sugarcane,199,76,8,76,9,52
Cotton,81,82,86,39,0,0
Maize,10,29,5,140,46,45
Mustard,49,0,17,31,40,23
Soyabean,11,83,19,9,0,21
Potato,166,35,57,0,45,63
Groundnut,25,49,17,0,11,23
Gram,11,8,0,9,52,20
Soyabean,15,12,5,5,68,35
Paddy,28,46,51,92,14,9
Mustard,13,35,11,67,5,29
Soyabean,14,77,19,6,3,21
Lentil,11,72,28,9,0,0
Soyabean,21,17,20,0,63,20
Gram,4,71,12,16,0,8
Maize,46,27,40,104,48,10
Lentil,27,6,6,0,54,14
Mustard,27,26,50,53,14,0
Maize,152,75,5,0,0,45
Soyabean,18,51,1,2,29,39
Potato,224,82,170,0,0,0
Mustard,95,50,12,0,0,28
Cotton,123,29,63,0,31,0
Paddy,70,52,11,50,8,49
Lentil,23,1,13,0,59,7
Cotton,71,0,46,49,60,14
Mustard,45,0,25,35,40,15
Soyabean,3,54,12,17,26,28
Maize,176,71,67,0,4,0
Sugarcane,67,65,37,208,20,23
Wheat,15,20,19,105,40,21
Wheat,17,28,11,103,32,29
Mustard,25,1,55,55,39,0
Soyabean,2,61,9,18,19,31
Paddy,40,68,28,80,0,32
Wheat,59,28,13,61,32,27
Maize,43,82,65,107,0,0
Maize,114,50,6,36,25,44
Paddy,114,0,64,6,60,0
Gram,17,74,20,3,0,0
Groundnut,15,75,39,10,0,1
Lentil,25,64,24,0,0,0
Potato,147,29,135,3,51,0
Potato,35,33,2,115,47,118
Lentil,23,72,7,0,0,13
Wheat,130,7,37,0,53,3
Sugarcane,60,11,87,215,74,0
Soyabean,16,40,33,4,40,7
Soyabean,20,93,13,0,0,27
Soyabean,12,93,33,8,0,7
Gram,17,23,15,3,37,5
Groundnut,28,86,39,0,0,1
Lentil,23,28,23,0,32,0
Potato,77,15,46,73,65,74
Soyabean,20,99,13,0,0,27
Maize,157,43,13,0,32,37
Potato,154,119,117,0,0,3
Groundnut,31,38,42,0,22,0
Cotton,148,82,71,0,0,0
Wheat,166,16,14,0,44,26
Potato,87,5,87,63,75,33
Gram,21,57,17,0,3,3
Groundnut,13,68,42,12,0,0
Potato,198,23,171,0,57,0
Arhar/Tur,29,113,16,0,0,24
Paddy,168,71,32,0,0,28
Cotton,67,4,77,53,56,0
Cotton,152,68,17,0,0,43
Arhar/Tur,15,107,19,5,0,21
Soyabean,2,80,34,18,0,6
Potato,123,85,114,27,0,6
Maize,161,82,46,0,0,4
Maize,104,28,55,46,47,0
Gram,23,1,15,0,59,5
Maize,123,84,51,27,0,0
Maize,110,74,36,40,1,14
Potato,16,71,67,134,9,53
Mustard,49,45,31,31,0,9
Cotton,128,34,15,0,26,45
Lentil,4,3,9,16,57,11
Arhar/Tur,23,91,35,0,0,5
Cotton,35,61,48,85,0,12
Groundnut,1,18,3,24,42,37
Paddy,13,0,49,107,60,11
Sugarcane,60,77,47,215,8,13
Potato,125,14,167,25,66,0
Paddy,13,53,6,107,7,54
Paddy,100,57,21,20,3,39
Sugarcane,369,5,80,0,80,0
Wheat,131,57,43,0,3,0
Wheat,102,11,22,18,49,18
Soyabean,15,70,34,5,10,6
Gram,9,20,20,11,40,0
Wheat,21,26,12,99,34,28
Gram,0,14,11,20,46,9
Arhar/Tur,26,75,5,0,5,35
Gram,11,21,16,9,39,4
Paddy,164,22,23,0,38,37
Potato,82,75,119,68,5,1
Sugarcane,233,118,27,42,0,33
Mustard,0,4,16,80,36,24
Soyabean,7,42,29,13,38,11
Cotton,146,83,45,0,0,15
Paddy,92,17,16,28,43,44
Soyabean,2,31,1,18,49,39
Paddy,56,64,39,64,0,21
Soyabean,29,65,29,0,15,11
Arhar/Tur,25,85,13,0,0,27
Lentil,0,58,24,20,2,0
Groundnut,17,84,48,8,0,0
Lentil,7,46,16,13,14,4
Mustard,70,50,3,10,0,37
Maize,158,62,14,0,13,36
Mustard,11,16,3,69,24,37
Groundnut,36,29,52,0,31,0
Sugarcane,84,62,9,191,23,51
Mustard,3,23,34,77,17,6
Arhar/Tur,15,110,34,5,0,6
Arhar/Tur,11,10,21,9,70,19
Cotton,27,63,19,93,0,41
Mustard,102,4,40,0,36,0
Paddy,159,38,16,0,22,44
Arhar/Tur,25,73,27,0,7,13
Gram,27,7,16,0,53,4
Cotton,80,37,44,40,23,16
Sugarcane,207,20,63,68,65,0
Mustard,114,3,4,0,37,36
Soyabean,14,110,20,6,0,20
Cotton,98,13,76,22,47,0
Cotton,96,71,34,24,0,26
Wheat,139,1,17,0,59,23
Potato,179,53,22,0,27,98
Lentil,25,25,15,0,35,5
Wheat,68,0,56,52,60,0
Wheat,14,53,23,106,7,17
Lentil,10,37,0,10,23,20
Cotton,43,30,39,77,30,21
Mustard,114,26,49,0,14,0
Gram,27,56,24,0,4,0
Lentil,25,34,16,0,26,4
Maize,214,20,16,0,55,34
Cotton,137,88,64,0,0,0
Cotton,179,39,85,0,21,0
Lentil,3,81,17,17,0,3
Gram,20,51,7,0,9,13
Gram,28,34,28,0,26,0
Arhar/Tur,19,118,12,1,0,28
Lentil,0,76,23,20,0,0
Sugarcane,193,42,1,82,43,59
Soyabean,22,19,33,0,61,7
Soyabean,5,47,16,15,33,24
Lentil,1,31,17,19,29,3
Maize,72,24,46,78,51,4
Cotton,64,60,32,56,0,28
Sugarcane,344,62,85,0,23,0
Mustard,7,46,8,73,0,32
Sugarcane,271,34,2,4,51,58
Soyabean,20,21,21,0,59,19
Lentil,2,32,21,18,28,0
Mustard,109,58,31,0,0,9
Lentil,17,65,13,3,0,7
Maize,37,8,54,113,67,0
Paddy,47,15,0,73,45,60
Soyabean,6,40,43,14,40,0
Cotton,88,33,30,32,27,30
Maize,39,36,0,111,39,50
Mustard,37,0,18,43,40,22
Gram,23,52,12,0,8,8
Groundnut,22,51,56,3,9,0
Maize,216,56,68,0,19,0
Cotton,27,89,28,93,0,32
Groundnut,17,51,13,8,9,27
Wheat,43,7,40,77,53,0
Soyabean,7,89,31,13,0,9
Gram,6,69,9,14,0,11
Soyabean,27,78,25,0,2,15
Cotton,118,80,82,2,0,0
Gram,1,7,29,19,53,0
Soyabean,22,32,54,0,48,0
Maize,107,35,11,43,40,39
Wheat,25,66,55,95,0,0
Mustard,1,48,55,79,0,0
Soyabean,20,102,12,0,0,28
Paddy,63,82,61,57,0,0
Paddy,6,74,8,114,0,52
Maize,111,10,71,39,65,0
Potato,3,52,42,147,28,78
Groundnut,24,28,22,1,32,18
Arhar/Tur,2,116,36,18,0,4
Wheat,108,50,46,12,10,0
Paddy,115,82,51,5,0,9
Potato,202,19,176,0,61,0
Lentil,23,68,26,0,0,0
Mustard,29,5,47,51,35,0
Cotton,119,83,71,1,0,0
Gram,0,26,27,20,34,0
Gram,21,15,27,0,45,0
Mustard,32,33,42,48,7,0
Mustard,64,10,40,16,30,0
Lentil,14,83,3,6,0,17
Soyabean,11,80,59,9,0,0
Soyabean,28,45,8,0,35,32
Paddy,78,53,27,42,7,33
Cotton,57,57,80,63,3,0
Lentil,17,75,17,3,0,3
Gram,29,5,26,0,55,0
Mustard,29,58,54,51,0,0
Gram,23,11,7,0,49,13
Cotton,44,45,79,76,15,0
Gram,2,11,21,18,49,0
Soyabean,28,1,28,0,79,12
Sugarcane,45,119,64,230,0,0
Sugarcane,355,35,56,0,50,4
Maize,38,59,34,112,16,16
Arhar/Tur,21,10,50,0,70,0
Maize,63,91,22,87,0,28
Soyabean,28,42,30,0,38,10
Wheat,94,48,18,26,12,22
Lentil,1,9,29,19,51,0
Sugarcane,79,57,4,196,28,56
Wheat,72,54,34,48,6,6
Cotton,40,51,27,80,9,33
Groundnut,3,45,58,22,15,0
Groundnut,4,55,7,21,5,33
Wheat,178,44,4,0,16,36
Potato,66,6,4,84,74,116
Arhar/Tur,21,45,53,0,35,0
Potato,67,56,65,83,24,55
Wheat,149,65,7,0,0,33
Paddy,167,39,50,0,21,10
Soyabean,6,95,8,14,0,32
Maize,208,41,27,0,34,23
Mustard,32,28,52,48,12,0
Soyabean,4,66,20,16,14,20
Groundnut,9,7,52,16,53,0
Cotton,64,50,28,56,10,32
Mustard,99,45,40,0,0,0
Lentil,3,29,5,17,31,15
Wheat,56,40,6,64,20,34
Paddy,64,77,44,56,0,16
Groundnut,18,19,7,7,41,33
Sugarcane,408,92,49,0,0,11
Sugarcane,20,56,4,255,29,56
Potato,170,97,152,0,0,0
Soyabean,4,8,28,16,72,12
Groundnut,11,21,36,14,39,4
Mustard,119,14,24,0,26,16
Maize,100,59,2,50,16,48
Arhar/Tur,18,19,32,2,61,8
Paddy,8,78,40,112,0,20
Soyabean,3,38,33,17,42,7
Lentil,23,58,10,0,2,10
Paddy,6,77,75,114,0,0
Maize,164,95,55,0,0,0
Arhar/Tur,22,107,59,0,0,0
Arhar/Tur,10,89,31,10,0,9
Gram,18,89,15,2,0,5
Paddy,46,54,12,74,6,48
Wheat,153,19,19,0,41,21
Groundnut,29,74,15,0,0,25
Gram,18,23,4,2,37,16
Arhar/Tur,20,101,40,0,0,0
Soyabean,20,17,10,0,63,30
Maize,219,86,42,0,0,8
Sugarcane,56,8,3,219,77,57
Cotton,19,50,61,101,10,0
Paddy,178,35,26,0,25,34
Soyabean,9,116,5,11,0,35
Arhar/Tur,20,105,0,0,0,40
Wheat,36,80,23,84,0,17
Arhar/Tur,18,85,32,2,0,8
Arhar/Tur,4,2,26,16,78,14
Arhar/Tur,17,19,50,3,61,0
Groundnut,31,18,30,0,42,10
Mustard,97,19,3,0,21,37
Mustard,77,38,32,3,2,8
Maize,107,57,70,43,18,0
Mustard,91,25,19,0,15,21
Sugarcane,389,93,78,0,0,0
Maize,39,59,58,111,16,0
Potato,109,41,51,41,39,69
Soyabean,2,56,57,18,24,0
Soyabean,2,95,40,18,0,0
Wheat,76,22,14,44,38,26
Soyabean,13,61,39,7,19,1
Gram,4,42,27,16,18,0
Maize,102,88,59,48,0,0
Sugarcane,178,4,24,97,81,36
Sugarcane,237,74,10,38,11,50
Groundnut,26,53,51,0,7,0
Soyabean,2,110,5,18,0,35
Lentil,8,76,11,12,0,9
Gram,27,72,25,0,0,0
Soyabean,3,106,41,17,0,0
Arhar/Tur,11,0,8,9,80,32
Potato,195,40,179,0,40,0
Maize,213,50,64,0,25,0
Paddy,80,71,51,40,0,9
Soyabean,26,89,0,0,0,40
Lentil,25,15,5,0,45,15
Arhar/Tur,10,29,47,10,51,0
Paddy,120,78,11,0,0,49
Wheat,168,24,31,0,36,9
Lentil,28,20,5,0,40,15
Groundnut,18,29,31,7,31,9
Cotton,117,75,29,3,0,31
Lentil,1,10,25,19,50,0
Groundnut,12,80,25,13,0,15
Paddy,63,53,57,57,7,3
Soyabean,13,78,10,7,2,30
Lentil,3,34,5,17,26,15
Cotton,148,15,45,0,45,15
Arhar/Tur,13,33,22,7,47,18
Sugarcane,141,108,67,134,0,0
Soyabean,9,30,36,11,50,4
Gram,29,70,9,0,0,11
Mustard,51,42,35,29,0,5
Groundnut,5,44,30,20,16,10
Arhar/Tur,0,63,37,20,17,3
Lentil,22,41,23,0,19,0
Gram,0,74,3,20,0,17
Arhar/Tur,5,43,28,15,37,12
Sugarcane,326,99,36,0,0,24
Arhar/Tur,4,113,34,16,0,6
Cotton,139,7,58,0,53,2
Maize,122,37,65,28,38,0
Gram,6,87,28,14,0,0
Lentil,5,88,20,15,0,0
Cotton,175,38,5,0,22,55
Wheat,79,6,6,41,54,34
Maize,25,90,53,125,0,0
Paddy,19,51,3,101,9,57
Wheat,115,66,47,5,0,0
Potato,87,112,75,63,0,45
Arhar/Tur,29,36,46,0,44,0
Arhar/Tur,6,104,48,14,0,0
Maize,180,92,47,0,0,3
Lentil,3,12,13,17,48,7
Cotton,57,71,21,63,0,39
Soyabean,1,22,3,19,58,37
Paddy,55,83,3,65,0,57
Sugarcane,115,117,18,160,0,42
Maize,76,85,61,74,0,0
Potato,54,99,175,96,0,0
Maize,53,60,43,97,15,7
Sugarcane,230,41,0,45,44,60
Sugarcane,131,118,49,144,0,11
Wheat,158,21,8,0,39,32
Sugarcane,200,2,25,75,83,35
Gram,28,75,0,0,0,20
Mustard,117,30,48,0,10,0
Paddy,44,86,88,76,0,0
Wheat,146,35,25,0,25,15
Arhar/Tur,29,88,30,0,0,10
Gram,29,10,17,0,50,3
Potato,22,6,14,128,74,106
Gram,12,19,19,8,41,1
Wheat,66,43,0,54,17,40
Wheat,132,34,45,0,26,0
Sugarcane,86,26,48,189,59,12
Maize,50,77,19,100,0,31
Gram,12,10,18,8,50,2
Potato,142,55,33,8,25,87
Potato,57,25,138,93,55,0
Arhar/Tur,24,81,26,0,0,14
Lentil,10,2,22,10,58,0
Potato,47,114,141,103,0,0
Mustard,115,55,28,0,0,12
Cotton,120,83,86,0,0,0
Mustard,73,11,24,7,29,16
Maize,72,14,29,78,61,21
Sugarcane,47,99,5,228,0,55
Sugarcane,342,105,1,0,0,59
Wheat,157,54,50,0,6,0
Wheat,38,88,34,82,0,6
Wheat,141,7,33,0,53,7
Sugarcane,245,54,54,30,31,6
Soyabean,22,95,15,0,0,25
Mustard,100,46,33,0,0,7
Gram,3,68,29,17,0,0
Lentil,2,18,5,18,42,15
Groundnut,16,37,42,9,23,0
Soyabean,8,25,25,12,55,15
Lentil,26,14,10,0,46,10
Sugarcane,84,12,9,191,73,51
Lentil,16,78,25,4,0,0
Soyabean,25,93,31,0,0,9
Maize,150,0,25,0,75,25
Sugarcane,227,91,40,48,0,20
Wheat,6,61,3,114,0,37
Maize,156,87,8,0,0,42
Wheat,167,83,35,0,0,5
Potato,117,99,130,33,0,0
Mustard,84,25,20,0,15,20
Cotton,160,15,18,0,45,42
Groundnut,18,44,44,7,16,0
Soyabean,17,104,44,3,0,0
Cotton,126,70,5,0,0,55
Gram,3,22,14,17,38,6
Maize,137,78,40,13,0,10
Wheat,157,35,56,0,25,0
Lentil,18,42,10,2,18,10
Gram,6,37,10,14,23,10
Sugarcane,362,64,77,0,21,0
Gram,6,26,19,14,34,1
Wheat,66,27,19,54,33,21
Wheat,35,26,39,85,34,1
Sugarcane,364,49,60,0,36,0
Mustard,23,29,45,57,11,0
Arhar/Tur,1,41,16,19,39,24
Sugarcane,254,119,51,21,0,9
Wheat,131,25,25,0,35,15
Gram,1,80,25,19,0,0
Lentil,14,52,5,6,8,15
Maize,181,65,69,0,10,0
Cotton,54,40,32,66,20,28
Sugarcane,146,39,75,129,46,0
Arhar/Tur,16,118,47,4,0,0
Groundnut,5,65,50,20,0,0
Wheat,159,25,25,0,35,15
Gram,20,88,25,0,0,0
Potato,145,84,117,5,0,3
Sugarcane,67,37,63,208,48,0
Soyabean,7,43,58,13,37,0
Sugarcane,398,65,15,0,20,45
Lentil,10,43,28,10,17,0
Wheat,51,55,20,69,5,20
Cotton,157,23,16,0,37,44
Arhar/Tur,8,21,30,12,59,10
Sugarcane,186,87,53,89,0,7
Soyabean,13,64,54,7,16,0
Mustard,110,56,32,0,0,8
Paddy,141,61,23,0,0,37
Lentil,19,80,11,1,0,9
Soyabean,6,30,8,14,50,32
Wheat,71,85,11,49,0,29
Groundnut,1,83,56,24,0,0
Lentil,6,35,0,14,25,20
Mustard,74,39,11,6,1,29
Cotton,63,81,19,57,0,41
Potato,45,34,65,105,46,55
Wheat,125,35,37,0,25,3
Soyabean,27,77,47,0,3,0
Potato,156,42,20,0,38,100
Mustard,7,49,33,73,0,7
Arhar/Tur,20,68,58,0,12,0
Wheat,3,16,16,117,44,24
Soyabean,11,19,53,9,61,0
Cotton,6,12,65,114,48,0
Wheat,71,6,11,49,54,29
Wheat,87,32,42,33,28,0
Wheat,54,85,41,66,0,0
Soyabean,13,31,58,7,49,0
Arhar/Tur,16,52,47,4,28,0
Soyabean,18,89,5,2,0,35
Arhar/Tur,3,35,38,17,45,2
Groundnut,2,26,8,23,34,32
Mustard,90,23,42,0,17,0
Arhar/Tur,27,54,30,0,26,10
Gram,16,32,0,4,28,20
Groundnut,8,24,34,17,36,6
Lentil,26,16,18,0,44,2
Potato,181,55,146,0,25,0
Maize,55,41,21,95,34,29
Cotton,152,60,78,0,0,0
Cotton,172,67,14,0,0,46
Lentil,17,31,2,3,29,18
Lentil,8,50,11,12,10,9
Soyabean,25,84,57,0,0,0
Lentil,25,63,19,0,0,1
Wheat,154,72,7,0,0,33
Paddy,60,43,79,60,17,0
Gram,0,38,23,20,22,0
Mustard,100,44,20,0,0,20
Potato,11,99,109,139,0,11
Mustard,74,0,18,6,40,22
Soyabean,11,77,29,9,3,11
Paddy,77,25,48,43,35,12
Maize,119,9,26,31,66,24
Mustard,100,9,14,0,31,26
Paddy,153,42,65,0,18,0
Mustard,8,55,9,72,0,31
Lentil,19,50,23,1,10,0
Lentil,12,50,29,8,10,0
Cotton,68,45,30,52,15,30
Soyabean,24,62,4,0,18,36
Wheat,38,78,39,82,0,1
Lentil,4,66,7,16,0,13
Paddy,133,74,52,0,0,8
Paddy,81,36,6,39,24,54
Arhar/Tur,8,113,57,12,0,0
Potato,116,7,137,34,73,0
Arhar/Tur,13,113,59,7,0,0
Maize,75,32,62,75,43,0
Arhar/Tur,17,64,37,3,16,3
Groundnut,33,10,26,0,50,14
Groundnut,25,42,43,0,18,0
Lentil,6,17,28,14,43,0
Wheat,79,58,4,41,2,36
Mustard,10,37,31,70,3,9
Arhar/Tur,10,5,31,10,75,9
Mustard,13,43,2,67,0,38
Mustard,35,49,12,45,0,28
Groundnut,0,48,16,25,12,24
Mustard,107,35,26,0,5,14
Arhar/Tur,11,13,44,9,67,0
Cotton,145,79,57,0,0,3
Arhar/Tur,20,108,36,0,0,4
Cotton,6,2,5,114,58,55
Lentil,9,28,25,11,32,0
Lentil,9,56,2,11,4,18
Sugarcane,281,16,18,0,69,42
Wheat,71,64,53,49,0,0
Sugarcane,49,22,70,226,63,0
Potato,178,63,164,0,17,0
Arhar/Tur,21,44,53,0,36,0
Paddy,108,61,44,12,0,16
Soyabean,16,2,19,4,78,21
Arhar/Tur,15,97,7,5,0,33
Sugarcane,141,87,78,134,0,0
Sugarcane,361,120,10,0,0,50
Paddy,76,49,52,44,11,8
Arhar/Tur,1,38,58,19,42,0
Groundnut,26,19,32,0,41,8
Sugarcane,44,38,0,231,47,60
Potato,98,7,48,52,73,72
Paddy,50,23,55,70,37,5
Cotton,2,51,21,118,9,39
Cotton,76,88,31,44,0,29
Wheat,75,8,34,45,52,6
Maize,205,87,58,0,0,0
Arhar/Tur,25,115,9,0,0,31
Mustard,4,14,3,76,26,37
Maize,209,13,24,0,62,26
Lentil,0,22,3,20,38,17
Sugarcane,340,74,60,0,11,0
Potato,109,83,44,41,0,76
Lentil,10,22,6,10,38,14
Groundnut,21,24,33,4,36,7
Gram,4,19,5,16,41,15
Cotton,19,19,41,101,41,19
Wheat,33,32,17,87,28,23
Cotton,29,60,57,91,0,3
Arhar/Tur,23,20,1,0,60,39
Mustard,90,30,2,0,10,38
Groundnut,12,27,11,13,33,29
Lentil,14,1,6,6,59,14
Lentil,10,66,0,10,0,20
Arhar/Tur,24,75,25,0,5,15
Potato,217,119,123,0,0,0
Cotton,133,24,27,0,36,33
Mustard,51,0,2,29,40,38
Potato,8,0,32,142,80,88
Sugarcane,383,23,60,0,62,0
Soyabean,27,0,10,0,80,30
Gram,12,15,18,8,45,2
Arhar/Tur,29,41,59,0,39,0
Cotton,168,34,2,0,26,58
Cotton,43,13,42,77,47,18
Arhar/Tur,24,66,1,0,14,39
Soyabean,3,103,10,17,0,30
Paddy,15,1,2,105,59,58
Cotton,41,3,52,79,57,8
Mustard,22,1,37,58,39,3
Potato,15,82,16,135,0,104
Lentil,6,66,13,14,0,7
Sugarcane,303,14,76,0,71,0
Potato,202,61,14,0,19,106
Paddy,12,70,74,108,0,0
Potato,152,109,178,0,0,0
Arhar/Tur,23,46,22,0,34,18
Maize,122,16,42,28,59,8
Mustard,59,53,8,21,0,32
Soyabean,0,52,13,20,28,27
Groundnut,0,33,10,25,27,30
Arhar/Tur,16,56,51,4,24,0
Paddy,112,84,3,8,0,57
Soyabean,2,27,10,18,53,30
Sugarcane,333,19,10,0,66,50
Groundnut,22,20,40,3,40,0
Paddy,5,64,86,115,0,0
Lentil,7,63,7,13,0,13
Paddy,164,65,78,0,0,0
Arhar/Tur,6,72,15,14,8,25
Lentil,17,11,22,3,49,0
Wheat,116,8,22,4,52,18
Groundnut,15,3,54,10,57,0
Sugarcane,273,44,52,2,41,8
Groundnut,13,36,54,12,24,0
Gram,29,57,16,0,3,4
